,Age,workclass,People,Education,EduNum,Marriage,WorkType,Family,Race,Sex,capitalgain,capitalloss,hours,Country,Income
23247,25,2,148460,1,9,0,0,3,1,1,4416,0,40,7,0
23248,67,2,236627,0,13,1,3,1,0,0,0,0,2,0,0
23249,37,4,191364,6,12,1,1,1,0,0,0,0,40,26,1
23250,36,2,353524,1,9,2,1,3,0,1,1831,0,40,0,0
23251,38,2,391040,7,11,4,10,4,0,1,0,0,20,0,0
23252,23,2,134997,1,9,2,4,4,0,1,0,0,80,0,0
23253,28,2,392487,1,9,1,5,2,0,1,0,0,40,0,0
23254,25,2,216724,1,9,2,1,3,0,0,0,0,40,0,0
23255,41,1,174395,9,16,1,3,1,0,0,15024,0,55,0,1
23256,63,2,383058,0,13,1,5,1,0,0,0,1848,40,0,1
23257,60,1,96073,1,9,1,6,1,0,0,0,0,30,0,0
23258,31,6,103435,1,9,1,1,1,0,0,0,0,50,0,0
23259,29,1,96718,1,9,1,6,1,0,0,0,0,37,0,0
23260,37,2,178948,0,13,1,1,2,0,1,7688,0,45,0,1
23261,51,2,173987,4,5,1,5,1,0,0,0,0,40,0,0
23262,45,2,34419,5,10,1,1,1,0,0,7298,0,40,0,1
23263,27,2,224849,1,9,1,6,1,0,0,0,0,40,0,0
23264,18,2,249857,5,10,0,4,3,0,0,0,0,20,0,0
23265,34,2,340458,1,9,2,9,4,0,1,0,0,40,0,0
23266,66,1,427422,9,16,1,5,1,0,0,0,2377,25,0,1
23267,19,5,440417,5,10,0,11,3,0,1,0,0,15,0,0
23268,36,2,175643,1,9,1,6,1,0,0,0,0,35,0,0
23269,35,2,297485,0,13,2,1,4,0,1,0,0,40,0,0
23270,27,2,232954,1,9,1,5,1,0,0,0,0,45,0,0
23271,29,2,326330,5,10,2,1,3,0,1,1831,0,40,0,0
23272,25,2,109419,1,9,0,0,3,0,1,0,0,40,0,0
23273,22,2,127768,5,10,0,4,3,0,0,0,0,32,0,1
23274,41,2,252986,5,10,1,6,1,0,0,0,0,48,0,1
23275,20,2,380544,6,12,0,7,3,0,0,0,0,20,0,0
23276,52,2,306108,1,9,1,9,1,0,0,0,0,40,0,0
23277,34,2,232855,5,10,4,4,4,1,1,0,0,37,0,0
23278,44,2,130126,10,15,2,3,0,0,0,0,0,45,0,1
23279,50,2,194231,3,14,2,5,0,0,1,0,0,40,0,1
23280,49,6,197038,0,13,1,1,1,0,0,0,0,50,0,1
23281,36,5,168223,0,13,0,11,3,0,1,0,0,40,0,0
23282,71,0,26109,10,15,1,4,1,0,0,0,0,28,0,0
23283,20,2,285671,1,9,0,4,5,1,0,0,0,25,0,0
23284,20,2,153583,5,10,0,0,3,0,1,0,0,40,4,0
23285,59,6,103948,1,9,1,5,1,0,0,0,0,60,0,1
23286,41,2,439919,11,3,1,8,1,0,0,3411,0,40,5,0
23287,38,2,40319,5,10,2,1,0,0,1,0,0,42,0,0
23288,55,4,159028,1,9,1,7,1,0,0,0,0,40,0,0
23289,17,2,98675,4,5,0,4,4,0,1,0,0,20,0,0
23290,45,2,90758,0,13,1,1,1,0,0,0,0,55,0,1
23291,43,1,75435,1,9,2,6,4,3,0,0,0,30,0,0
23292,19,2,219189,15,8,0,4,3,0,0,0,0,25,0,0
23293,33,2,203463,1,9,2,4,3,0,1,0,0,40,0,0
23294,63,2,187635,1,9,0,1,0,0,0,0,0,40,0,0
23295,39,1,154641,1,9,2,8,0,0,0,8614,0,50,0,1
23296,34,2,27153,1,9,1,7,1,0,0,0,0,40,0,0
23297,31,2,150324,6,12,0,9,4,0,0,0,0,40,0,0
23298,21,2,83704,15,8,1,6,1,0,0,0,0,40,0,0
23299,23,2,176262,7,11,0,0,5,0,1,0,0,36,0,0
23300,20,2,179423,5,10,0,2,3,0,1,0,0,8,0,0
23301,45,2,168038,0,13,2,5,0,0,0,0,0,60,0,1
23302,59,2,108765,1,9,1,7,1,0,0,0,0,50,0,0
23303,58,2,146477,3,14,1,1,1,0,0,15024,0,40,35,1
23304,66,4,188220,1,9,6,0,4,0,1,0,0,35,0,1
23305,37,2,292855,7,11,1,3,2,0,1,0,1887,35,0,1
23306,29,2,114870,5,10,2,6,3,0,0,0,0,40,0,0
23307,32,0,77723,0,13,2,1,0,2,1,0,0,40,0,0
23308,39,2,284166,0,13,1,3,1,0,0,0,1902,50,0,1
23309,57,2,133902,1,9,6,1,4,0,1,0,0,45,0,0
23310,57,2,191318,3,14,1,3,1,0,0,0,0,40,0,1
23311,50,6,67794,1,9,3,5,0,0,0,0,0,60,0,0
23312,44,6,357679,0,13,1,8,1,0,0,15024,0,65,0,1
23313,56,2,117872,7,11,1,6,1,1,0,0,0,40,0,1
23314,26,2,55929,3,14,0,1,0,0,1,0,0,48,0,0
23315,22,5,165065,5,10,0,11,3,0,1,0,0,40,14,0
23316,26,1,34307,7,11,0,8,3,0,0,0,0,65,0,0
23317,33,2,246038,0,13,1,3,1,0,0,0,0,40,0,1
23318,36,1,147258,7,11,1,8,1,0,0,0,0,60,0,1
23319,45,2,329144,5,10,1,5,1,0,0,0,0,40,0,1
23320,56,4,52953,9,16,2,3,0,0,1,0,1669,38,0,0
23321,23,2,216181,5,10,0,5,3,0,0,0,0,36,12,0
23322,23,2,391171,5,10,0,4,0,1,0,0,0,25,0,0
23323,35,4,223242,0,13,2,3,0,0,0,0,0,40,0,0
23324,39,2,103925,0,13,1,3,2,0,1,7688,0,32,0,1
23325,45,2,38240,1,9,2,6,0,0,0,0,0,40,0,0
23326,21,2,148444,5,10,0,5,3,0,1,0,0,25,0,0
23327,56,0,110257,1,9,1,0,1,0,0,0,0,40,0,0
23328,31,3,101345,1,9,0,2,3,0,1,0,0,40,0,0
23329,44,2,268098,15,8,0,7,0,1,0,0,0,36,0,0
23330,21,5,369084,5,10,0,11,5,0,0,0,0,10,0,0
23331,31,2,288825,1,9,1,2,1,0,0,5013,0,40,0,0
23332,20,2,162688,1,9,0,2,3,0,0,0,0,38,0,0
23333,17,5,48751,2,7,0,11,3,1,1,0,0,40,0,0
23334,44,3,184099,1,9,1,0,1,0,0,0,0,40,0,1
23335,19,2,307496,5,10,0,4,3,0,1,0,0,23,0,0
23336,71,5,176986,1,9,6,11,4,0,0,0,0,24,0,0
23337,23,2,267955,5,10,0,5,0,0,1,0,0,40,0,0
23338,21,2,283969,1,9,0,6,3,0,0,0,0,40,5,0
23339,29,0,204516,3,14,1,3,1,0,0,0,0,15,0,0
23340,33,2,167771,5,10,4,4,0,0,1,0,0,30,0,0
23341,46,2,345073,1,9,2,1,0,0,0,0,0,48,0,1
23342,21,5,380219,5,10,0,11,3,1,1,0,0,40,0,0
23343,36,6,306156,5,10,1,5,1,0,0,15024,0,60,0,1
23344,70,1,37203,3,14,1,3,1,0,0,9386,0,30,0,1
23345,19,2,185097,1,9,0,2,0,0,1,0,0,37,0,0
23346,29,2,144808,5,10,1,1,3,1,1,0,0,40,0,0
23347,34,2,187203,6,12,0,5,4,0,0,0,0,50,0,0
23348,26,2,125089,5,10,0,1,0,0,0,0,0,40,0,0
23349,30,2,289458,0,13,0,1,0,0,1,0,0,40,0,0
23350,34,2,144798,5,10,0,0,0,0,1,0,0,40,0,0
23351,24,5,172152,0,13,0,11,0,2,0,0,0,25,21,0
23352,28,2,207513,1,9,0,5,3,0,0,0,0,48,0,0
23353,24,5,164574,5,10,0,11,3,0,0,0,0,40,0,0
23354,76,2,199949,0,13,1,0,1,0,0,20051,0,50,0,1
23355,19,2,213024,15,8,0,2,3,0,0,0,0,40,0,0
23356,45,2,213140,12,6,1,6,1,0,0,2829,0,40,0,0
23357,24,1,83374,5,10,0,3,0,2,0,0,0,30,0,1
23358,37,2,192939,0,13,1,6,1,0,0,0,0,40,0,1
23359,24,2,424494,0,13,1,3,1,0,0,0,0,30,0,0
23360,24,2,215243,0,13,0,0,0,0,1,0,0,42,0,0
23361,40,2,30682,1,9,1,9,1,0,0,0,0,45,0,1
23362,20,2,306639,5,10,0,2,3,0,0,0,0,20,0,0
23363,23,4,218678,2,7,1,2,1,0,0,0,0,40,0,0
23364,25,2,219130,5,10,0,4,0,4,1,0,0,40,0,0
23365,64,2,180624,6,12,0,3,5,0,1,0,0,30,0,0
23366,53,4,200190,3,14,1,3,1,0,0,0,1977,55,0,1
23367,28,2,194472,5,10,1,0,3,0,1,0,0,40,0,0
23368,52,4,205767,3,14,1,3,1,1,0,0,0,40,0,1
23369,28,2,249870,10,15,0,3,0,1,0,0,0,50,0,0
23370,31,2,211242,6,12,1,1,1,0,0,0,0,55,0,1
23371,77,2,149912,0,13,0,3,0,0,1,0,0,10,0,0
23372,22,2,85389,1,9,0,10,3,0,0,0,0,40,0,0
23373,17,5,806316,2,7,0,11,3,0,1,0,0,20,0,0
23374,38,2,329980,0,13,0,1,0,0,0,0,0,55,0,0
23375,45,5,236612,2,7,2,11,3,1,0,0,0,40,0,0
23376,25,4,249214,5,10,0,0,4,1,1,0,0,40,0,0
23377,50,2,257126,1,9,1,6,1,0,0,0,0,40,0,1
23378,53,4,204397,1,9,1,1,1,0,0,0,0,60,0,0
23379,24,2,291979,1,9,0,8,0,0,0,0,0,40,0,0
23380,33,2,138667,1,9,1,0,1,0,0,0,0,50,0,1
23381,57,3,42298,3,14,1,1,1,1,0,15024,0,40,0,1
23382,39,2,375452,10,15,1,1,2,0,1,15024,0,48,0,1
23383,30,2,94413,5,10,2,7,0,0,0,0,0,30,0,0
23384,31,3,166626,1,9,1,0,1,0,0,0,0,40,0,1
23385,39,0,326566,5,10,0,7,3,1,0,0,0,40,0,0
23386,30,2,165503,0,13,0,5,3,0,1,0,0,65,0,0
23387,48,2,102597,5,10,4,0,4,0,1,0,0,44,0,0
23388,62,5,113234,3,14,1,11,2,0,1,0,0,40,0,0
23389,39,2,177277,1,9,1,9,1,0,0,0,0,45,0,1
23390,34,2,198103,1,9,0,7,3,0,0,0,1980,40,0,0
23391,45,2,260490,3,14,1,1,1,0,0,0,0,50,0,1
23392,32,2,237478,2,7,2,9,4,0,1,0,0,40,0,0
23393,40,3,36885,5,10,0,0,0,0,1,0,0,50,0,0
23394,17,2,166242,12,6,0,4,3,0,1,0,0,15,0,0
23395,19,5,158603,12,6,0,11,3,1,0,0,0,25,0,0
23396,25,2,274228,1,9,1,10,1,0,0,0,0,84,0,0
23397,42,2,185145,5,10,1,7,1,0,0,0,0,57,0,0
23398,66,2,28367,0,13,1,14,5,0,0,0,0,99,0,0
23399,63,1,28612,1,9,6,5,0,0,0,0,0,70,0,0
23400,43,2,191429,8,4,1,4,1,0,0,0,0,25,0,0
23401,26,2,459548,1,9,0,2,0,0,0,0,0,20,5,0
23402,23,2,65481,1,9,1,9,2,0,1,0,0,40,0,1
23403,39,2,186130,10,15,1,1,1,0,0,0,0,55,0,1
23404,47,6,350759,1,9,1,1,1,0,0,0,0,40,0,1
23405,36,2,359678,1,9,0,9,0,1,1,0,0,48,0,0
23406,35,2,220595,1,9,1,6,1,0,0,0,0,40,0,0
23407,25,2,29599,1,9,0,8,0,0,0,0,0,40,0,0
23408,21,0,299153,5,10,0,0,3,0,1,0,0,15,0,0
23409,46,2,75256,1,9,1,14,2,0,1,0,0,40,0,0
23410,43,2,143583,12,6,1,2,1,1,0,0,0,40,0,0
23411,31,0,207505,9,16,1,3,1,0,0,0,1977,70,0,1
23412,41,2,308550,1,9,2,6,4,0,1,0,0,60,0,0
23413,50,2,145717,1,9,6,0,4,0,1,0,0,35,0,0
23414,36,2,334366,2,7,4,1,0,0,1,0,0,32,0,0
23415,31,5,76198,1,9,4,11,3,0,1,0,0,20,0,0
23416,45,1,155489,8,4,1,1,1,0,0,0,0,65,0,1
23417,50,2,197322,2,7,1,1,1,0,0,0,0,50,0,1
23418,52,2,194259,8,4,1,1,2,0,1,0,0,50,0,0
23419,40,2,346189,9,16,1,3,1,0,0,0,0,40,0,1
23420,55,2,98361,0,13,1,1,1,0,0,15024,0,55,0,1
23421,64,5,178556,12,6,1,11,1,0,0,0,0,56,0,1
23422,51,6,162943,10,15,1,3,1,0,0,0,0,40,0,1
23423,30,2,19302,5,10,1,3,1,0,0,7688,0,40,0,1
23424,56,0,67662,3,14,2,3,0,0,1,0,0,39,0,0
23425,35,2,126675,1,9,1,1,1,0,0,0,0,48,0,0
23426,55,1,278228,12,6,1,5,1,0,0,0,0,35,0,0
23427,30,2,169152,1,9,0,10,4,0,1,0,0,40,0,0
23428,34,2,204052,1,9,0,6,0,0,0,0,0,40,0,0
23429,36,2,215392,7,11,1,3,2,0,1,0,0,40,0,1
23430,43,6,83348,1,9,1,6,1,0,0,0,0,60,0,0
23431,24,4,196816,5,10,0,12,0,0,0,0,0,50,0,0
23432,30,2,541343,12,6,1,4,1,1,0,0,0,40,0,0
23433,33,4,55921,7,11,0,12,0,0,0,0,0,70,0,0
23434,32,2,251701,6,12,0,3,0,0,0,0,0,40,4,0
23435,29,3,119848,0,13,0,3,0,0,1,0,0,40,0,0
23436,50,2,160572,1,9,1,9,1,0,0,3137,0,47,0,0
23437,18,2,25837,2,7,0,3,3,0,0,0,0,15,0,0
23438,20,2,236592,2,7,0,5,3,0,1,0,0,25,0,0
23439,45,0,199326,3,14,1,3,1,0,0,0,0,45,0,1
23440,22,2,341610,5,10,0,5,0,0,0,0,0,35,4,0
23441,45,2,175958,10,15,1,1,1,0,0,0,0,40,0,1
23442,41,2,198965,1,9,1,9,1,0,0,0,0,40,0,0
23443,42,4,193537,8,4,3,4,0,0,1,0,0,35,7,0
23444,24,2,438839,0,13,0,5,0,0,0,0,0,40,0,0
23445,22,2,298227,1,9,0,2,4,0,0,0,0,35,0,0
23446,28,2,271466,1,9,1,1,1,0,0,0,0,45,0,1
23447,23,2,335570,5,10,0,2,3,0,0,0,0,35,0,0
23448,21,2,206891,8,4,0,8,3,0,1,0,0,38,0,0
23449,23,2,162551,0,13,0,0,0,2,1,0,0,20,0,0
23450,45,2,145637,5,10,2,0,4,0,1,0,0,48,0,0
23451,41,2,101290,1,9,2,5,4,0,1,0,0,40,0,0
23452,49,3,229376,1,9,1,0,1,0,0,0,0,40,0,1
23453,38,2,439592,5,10,0,4,3,1,1,0,0,40,0,0
23454,37,2,161141,1,9,0,2,0,0,0,0,0,40,0,0
23455,70,2,304570,0,13,6,9,5,2,0,0,0,32,13,0
23456,24,2,103277,1,9,0,0,0,0,1,2597,0,40,0,0
23457,28,4,407672,0,13,0,3,0,0,1,0,0,40,0,0
23458,24,2,73928,7,11,0,0,3,2,1,0,0,20,0,0
23459,83,6,240150,12,6,1,8,1,0,0,20051,0,50,0,1
23460,69,2,230417,9,16,1,3,1,0,0,0,0,40,28,1
23461,37,2,260093,1,9,0,0,4,1,1,0,0,40,0,0
23462,28,2,96020,0,13,0,1,0,0,1,0,0,40,0,0
23463,54,2,104421,5,10,2,0,0,0,1,0,0,40,0,0
23464,71,2,152307,1,9,1,1,1,0,0,0,2377,45,0,1
23465,56,0,93415,1,9,6,0,4,2,1,0,0,40,0,0
23466,27,4,282664,0,13,0,3,0,4,1,0,0,45,4,0
23467,42,1,269733,3,14,1,5,1,0,0,99999,0,80,0,1
23468,21,2,202871,1,9,0,5,3,0,0,0,0,44,0,0
23469,29,2,169683,7,11,1,3,1,0,0,0,0,40,0,0
23470,27,2,271603,8,4,0,4,0,0,0,0,0,24,4,0
23471,32,2,340917,0,13,0,3,0,0,0,0,0,50,0,1
23472,31,2,329874,5,10,0,0,0,0,0,0,0,40,0,0
23473,38,2,43770,5,10,4,4,0,0,1,4650,0,72,0,0
23474,55,0,120781,9,16,1,3,1,2,0,0,0,40,3,1
23475,48,2,138069,1,9,1,7,1,0,0,0,0,45,0,0
23476,58,1,33309,1,9,6,8,0,0,0,0,0,80,0,0
23477,23,2,76432,5,10,0,0,0,0,1,0,0,40,0,0
23478,28,0,277635,5,10,0,0,0,0,1,0,0,50,0,0
23479,49,4,123088,5,10,1,1,1,0,0,0,0,46,0,0
23480,51,2,57698,1,9,3,4,4,0,1,0,0,40,0,0
23481,23,2,181820,1,9,4,6,3,0,0,0,0,53,0,0
23482,40,1,98985,1,9,2,1,0,1,0,0,0,50,0,0
23483,59,2,98350,1,9,2,4,0,2,0,0,0,40,28,0
23484,47,2,125120,0,13,2,6,0,0,1,0,0,50,0,0
23485,37,2,243409,1,9,1,7,1,0,0,0,0,50,0,0
23486,39,2,58972,6,12,2,1,4,0,0,1506,0,40,0,0
23487,43,2,62857,5,10,1,6,1,0,0,0,0,60,0,0
23488,40,2,283174,7,11,1,8,1,0,0,0,0,60,0,0
23489,48,2,107373,12,6,1,7,1,0,0,0,0,40,0,1
23490,29,2,201155,4,5,0,5,0,0,1,0,0,48,0,0
23491,48,2,187505,5,10,1,5,1,0,0,0,0,50,0,1
23492,37,2,61778,0,13,0,8,0,0,0,0,0,30,0,0
23493,19,2,223648,1,9,0,5,0,0,0,4101,0,48,0,0
23494,28,2,149652,12,6,0,4,3,1,1,0,0,30,0,0
23495,56,2,170324,11,3,1,6,1,1,0,0,0,40,34,0
23496,45,2,165937,1,9,2,7,3,0,0,0,0,60,0,0
23497,60,0,114060,5,10,1,12,1,0,0,0,0,40,0,0
23498,53,0,58913,3,14,1,1,1,0,0,0,0,42,0,1
23499,37,0,378916,1,9,1,0,1,0,0,0,0,40,0,0
23500,31,2,241885,1,9,1,4,1,0,0,0,0,40,0,0
23501,29,2,224421,7,11,5,8,1,0,0,0,0,44,0,1
23502,31,5,213771,1,9,6,11,4,0,1,0,0,36,0,0
23503,39,2,315565,1,9,1,7,1,1,0,0,0,40,1,0
23504,31,4,153005,0,13,1,3,1,0,0,0,0,40,0,1
23505,42,2,98211,0,13,1,1,1,0,0,15024,0,45,0,1
23506,17,2,198606,2,7,0,2,3,0,1,0,0,16,0,0
23507,19,2,260333,1,9,0,4,3,0,1,0,0,20,0,0
23508,24,2,219510,0,13,0,4,0,2,0,0,0,32,0,0
23509,62,2,266624,1,9,1,8,1,0,0,6418,0,40,0,1
23510,34,2,136862,13,2,0,4,5,0,1,0,0,40,27,0
23511,47,6,215620,3,14,1,1,1,0,0,15024,0,55,0,1
23512,58,2,187067,0,13,0,3,0,0,1,0,0,62,10,0
23513,23,2,325921,7,11,0,3,0,0,1,0,0,36,0,0
23514,33,2,268127,1,9,0,4,4,1,1,0,0,40,0,0
23515,76,2,142535,1,9,6,0,0,0,0,0,0,6,0,0
23516,40,2,177083,1,9,2,1,4,0,1,0,0,50,0,0
23517,28,2,77009,8,4,2,4,4,0,1,0,0,50,0,0
23518,41,2,306405,5,10,1,10,2,0,1,0,0,40,0,0
23519,46,4,303918,1,9,1,12,1,0,0,7688,0,96,0,1
23520,22,3,262819,5,10,0,0,0,0,1,0,0,40,0,0
23521,29,2,49087,7,11,1,2,1,0,0,0,0,40,0,0
23522,26,2,53833,1,9,0,4,4,0,0,0,0,40,0,0
23523,31,2,1033222,0,13,0,0,0,0,0,8614,0,40,0,1
23524,22,2,81145,1,9,0,4,0,0,1,0,0,25,0,0
23525,41,2,215479,5,10,0,7,0,1,0,0,0,43,0,0
23526,29,2,113464,1,9,0,7,5,4,0,0,0,40,24,0
23527,60,2,109530,7,11,1,10,1,0,0,7298,0,40,0,1
23528,72,3,217864,1,9,1,0,1,0,0,0,0,40,0,1
23529,41,6,117721,5,10,1,8,1,0,0,0,0,65,0,0
23530,19,2,199484,5,10,0,4,3,0,1,0,0,25,0,0
23531,25,2,248851,0,13,0,4,3,0,0,0,0,40,0,0
23532,24,2,116968,0,13,0,1,0,0,0,0,0,45,0,0
23533,59,2,366618,4,5,1,4,1,0,0,0,0,30,0,0
23534,17,2,240143,2,7,0,6,3,0,0,0,0,30,0,0
23535,59,5,424468,0,13,1,11,1,0,0,0,0,40,0,1
23536,69,5,320280,5,10,0,11,0,0,0,1848,0,1,0,0
23537,25,2,120238,5,10,1,5,1,0,0,2885,0,43,0,0
23538,50,5,194186,1,9,1,11,1,0,0,0,0,60,0,0
23539,29,2,247053,1,9,4,4,0,0,1,0,0,40,0,0
23540,43,2,180599,1,9,1,6,1,0,0,0,0,55,0,0
23541,29,4,190330,5,10,0,4,3,0,1,0,0,10,0,0
23542,29,0,199450,5,10,2,0,4,1,0,0,0,40,0,0
23543,32,4,199539,5,10,1,12,1,0,0,0,0,40,0,1
23544,17,5,94366,12,6,0,11,5,0,0,0,0,6,0,0
23545,50,1,29231,1,9,1,1,1,0,0,0,0,45,0,1
23546,43,2,33126,5,10,1,1,1,0,0,0,0,50,0,0
23547,41,2,102085,1,9,0,9,4,0,1,0,0,40,0,0
23548,32,2,212064,0,13,1,1,2,0,1,0,0,40,0,1
23549,54,0,166774,3,14,0,3,0,0,1,0,0,45,0,1
23550,65,2,95303,1,9,1,1,1,0,0,0,0,40,0,1
23551,18,5,379768,1,9,0,11,3,4,1,0,0,40,0,0
23552,70,6,247383,5,10,1,1,1,0,0,0,0,40,0,1
23553,53,2,229465,3,14,1,1,1,0,0,0,0,55,0,1
23554,37,2,135436,0,13,1,1,1,0,0,0,1977,60,0,1
23555,21,2,180052,5,10,0,7,3,0,0,0,0,30,0,0
23556,20,2,214387,1,9,0,9,3,0,0,0,0,40,0,0
23557,47,0,149337,1,9,2,0,4,0,0,0,0,38,0,0
23558,26,2,208326,1,9,1,1,1,0,0,3942,0,45,0,0
23559,31,2,34374,10,15,0,3,0,0,0,0,0,50,0,0
23560,45,1,58683,5,10,1,7,1,0,0,0,0,40,0,0
23561,35,2,403037,1,9,4,0,4,0,1,0,0,40,0,0
23562,55,2,32365,0,13,1,1,1,0,0,0,0,45,0,1
23563,49,2,155489,3,14,1,3,1,0,0,0,0,50,0,1
23564,33,6,289886,1,9,0,4,4,2,0,0,0,40,37,0
23565,30,3,54684,10,15,0,1,0,0,0,0,0,55,4,0
23566,19,2,101549,5,10,0,4,3,0,0,0,0,15,0,0
23567,48,6,51579,0,13,1,1,1,0,0,0,0,60,0,1
23568,41,2,40151,5,10,2,6,0,0,0,0,0,40,0,1
23569,29,2,244721,0,13,1,10,1,0,0,0,0,35,0,1
23570,47,4,228372,3,14,1,3,1,0,0,0,0,48,0,1
23571,53,4,236873,3,14,1,1,1,1,0,0,0,40,0,1
23572,19,2,250249,5,10,0,0,3,0,1,0,0,10,0,0
23573,71,2,93202,1,9,2,4,0,0,1,0,0,16,0,0
23574,29,2,176723,5,10,0,5,4,0,1,0,0,25,0,0
23575,43,4,175526,5,10,1,4,1,0,0,0,0,40,0,0
23576,23,2,91842,0,13,0,1,0,0,1,0,0,30,0,0
23577,52,2,71768,5,10,2,0,0,0,1,0,0,40,0,0
23578,56,2,181220,0,13,1,5,1,0,0,0,0,40,0,1
23579,28,2,204516,12,6,0,6,0,0,0,0,0,40,0,0
23580,44,1,89172,0,13,1,3,1,0,0,0,0,80,0,0
23581,37,3,143547,0,13,0,3,0,0,1,0,0,40,0,0
23582,30,2,310889,7,11,1,1,1,0,0,0,0,50,0,1
23583,31,4,150324,1,9,1,6,1,0,0,0,0,40,0,0
23584,20,2,216472,5,10,0,5,3,0,1,0,0,25,0,0
23585,64,2,212838,1,9,1,5,1,0,0,0,0,65,0,1
23586,45,2,168283,1,9,1,4,1,0,0,0,0,40,0,0
23587,40,2,187702,5,10,0,1,0,0,0,0,0,50,0,1
23588,19,2,60661,1,9,0,2,3,0,0,0,0,52,0,0
23589,54,2,115284,0,13,2,1,4,0,0,0,0,45,0,1
23590,61,6,98350,9,16,1,1,1,2,0,0,0,40,21,1
23591,18,2,195372,2,7,0,4,3,0,1,0,0,20,0,0
23592,62,5,81578,1,9,1,11,1,0,0,0,0,40,0,1
23593,33,2,111567,7,11,0,6,0,0,0,0,0,40,0,0
23594,51,2,244572,1,9,4,4,0,1,1,0,0,37,0,0
23595,54,2,230919,1,9,1,6,1,0,0,0,0,40,0,0
23596,24,2,282604,5,10,1,12,5,0,0,0,0,24,0,0
23597,54,2,320196,5,10,2,1,4,0,1,0,0,40,11,0
23598,42,2,201466,0,13,1,1,1,0,0,0,0,45,0,1
23599,51,3,254211,3,14,6,5,4,0,0,0,0,50,25,1
23600,41,2,599629,5,10,1,0,2,1,1,0,0,40,0,1
23601,47,4,219632,6,12,4,1,0,0,0,0,1408,40,0,0
23602,31,0,161631,5,10,2,0,4,0,1,0,0,40,0,0
23603,21,2,202373,7,11,0,6,3,1,0,0,0,40,0,0
23604,52,2,169549,5,10,2,1,4,0,1,0,0,40,0,0
23605,20,2,127185,5,10,0,3,3,0,1,0,0,15,0,0
23606,18,2,184277,1,9,0,5,3,0,1,0,0,25,0,0
23607,58,2,119751,1,9,1,14,5,2,1,0,0,60,13,0
23608,23,2,294701,1,9,0,0,4,0,1,0,0,40,0,0
23609,21,2,26842,5,10,0,5,0,0,1,0,0,20,0,0
23610,43,0,114537,7,11,1,12,1,0,0,0,0,40,0,0
23611,53,2,126386,1,9,2,9,3,0,0,0,0,40,0,0
23612,18,2,163787,1,9,1,1,2,0,1,0,0,40,0,0
23613,44,2,98211,0,13,1,1,1,0,0,0,0,40,0,1
23614,31,2,175509,0,13,0,3,0,0,0,0,0,50,0,0
23615,48,2,159854,13,2,1,4,1,0,0,0,0,40,0,0
23616,55,6,120920,3,14,2,3,0,0,1,0,0,35,0,0
23617,24,2,187551,5,10,0,0,3,1,1,0,0,20,0,0
23618,41,0,27305,3,14,1,3,1,0,0,0,0,40,0,1
23619,35,2,216711,1,9,1,6,1,0,0,0,0,40,0,1
23620,47,4,218596,7,11,2,0,0,0,1,0,0,40,0,0
23621,54,2,280292,5,10,1,5,1,0,0,0,0,32,0,0
23622,40,2,200496,0,13,4,5,0,0,0,0,0,40,0,0
23623,56,1,78090,5,10,2,5,4,0,1,0,0,48,0,0
23624,23,2,118693,7,11,0,10,0,0,0,0,0,40,0,0
23625,34,1,203488,1,9,1,6,1,0,0,0,0,60,0,0
23626,27,4,172091,1,9,0,6,4,1,0,0,0,40,0,0
23627,32,2,113364,0,13,0,3,0,0,0,0,0,40,0,1
23628,72,1,139889,5,10,1,8,1,0,0,0,0,74,0,0
23629,43,4,301638,15,8,1,7,1,0,0,0,1579,40,0,0
23630,32,2,110279,6,12,2,3,4,1,1,0,0,35,0,0
23631,53,2,242859,5,10,4,0,3,0,0,0,0,40,1,0
23632,18,2,132986,15,8,0,4,3,0,0,0,0,10,0,0
23633,38,2,254439,12,6,6,7,4,1,0,114,0,40,0,0
23634,41,3,187462,7,11,2,0,3,1,1,0,0,40,0,0
23635,29,2,264961,1,9,0,6,3,0,0,0,0,45,0,0
23636,70,5,148065,5,10,1,11,1,0,0,0,0,4,0,1
23637,46,6,200949,0,13,6,1,0,0,1,0,0,50,4,0
23638,47,2,47247,5,10,1,0,2,0,1,0,0,40,0,0
23639,56,4,571017,5,10,1,0,2,0,1,0,0,15,0,0
23640,28,2,416577,1,9,1,6,1,1,0,2829,0,40,0,0
23641,55,0,296991,10,15,1,3,1,0,0,15024,0,40,0,1
23642,50,0,45961,0,13,3,3,0,0,0,6849,0,40,0,0
23643,47,2,302711,2,7,2,0,4,0,1,0,0,40,0,0
23644,42,6,50356,1,9,1,1,1,0,0,0,0,40,0,0
23645,22,2,199336,5,10,0,9,3,0,0,0,0,25,0,0
23646,42,2,341178,11,3,1,4,1,0,0,0,0,44,5,0
23647,42,3,70240,5,10,2,1,4,2,1,0,0,40,0,0
23648,46,2,229394,1,9,2,1,0,0,1,0,0,40,0,0
23649,45,2,390368,5,10,1,5,1,1,0,15024,0,99,0,1
23650,55,2,82098,1,9,1,1,1,2,0,0,0,55,0,0
23651,57,2,170411,0,13,1,12,1,0,0,0,0,40,0,1
23652,25,2,109532,15,8,0,6,3,0,0,0,0,40,0,0
23653,43,2,142682,1,9,1,7,1,0,0,0,0,30,24,0
23654,34,6,127651,0,13,2,8,0,0,0,0,0,60,0,0
