,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1113,1114,20,1.0,66.0,8923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,5,7,1953,2006,1.0,1.0,3.0,6.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,643,1.0,0,365,1008,1.0,2.0,1.0,1.0,1008,0,0,1008,1,0,1,0,2,1,1.0,6,1.0,0,1.0,1.0,1953.0,2.0,1,240,1.0,1.0,1.0,0,18,0,0,0,0,1.0,1.0,1.0,0,5,2007,1.0,1.0,134500
1114,1115,20,1.0,90.0,5400,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,5,7,1954,2000,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,415,1.0,0,418,833,1.0,1.0,1.0,1.0,833,0,0,833,0,0,1,0,2,1,1.0,4,1.0,0,1.0,2.0,1955.0,2.0,1,326,1.0,1.0,1.0,0,0,0,0,0,0,1.0,2.0,1.0,0,8,2006,1.0,1.0,117000
1115,1116,20,1.0,93.0,12085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,8,5,2007,2007,2.0,1.0,1.0,1.0,3.0,328.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1004,1.0,0,730,1734,1.0,1.0,1.0,1.0,1734,0,0,1734,1,0,2,0,3,1,3.0,7,1.0,1,3.0,1.0,2007.0,1.0,3,928,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,11,2007,2.0,3.0,318000
1116,1117,80,1.0,0.0,7750,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,6.0,8,5,2002,2002,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,353,1.0,0,55,408,1.0,1.0,1.0,1.0,779,640,0,1419,1,0,2,1,3,1,1.0,7,1.0,1,2.0,3.0,2002.0,3.0,2,527,1.0,1.0,1.0,120,0,0,0,0,0,1.0,1.0,1.0,0,3,2009,1.0,1.0,184100
1117,1118,20,1.0,57.0,9764,1.0,1.0,2.0,1.0,1.0,2.0,1.0,10.0,2.0,1.0,1.0,2.0,5,7,1967,2003,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,702,1.0,0,192,894,1.0,1.0,1.0,1.0,894,0,0,894,1,0,1,0,3,1,1.0,5,1.0,0,1.0,1.0,1967.0,1.0,2,450,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,5,2008,1.0,1.0,130000
1118,1119,80,1.0,85.0,13825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,6.0,5,6,1958,1987,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0,1.0,0,533,533,1.0,3.0,1.0,1.0,1021,580,0,1601,0,1,1,0,3,1,2.0,6,4.0,0,1.0,3.0,1958.0,1.0,1,300,1.0,1.0,1.0,280,34,0,0,0,0,1.0,1.0,1.0,0,12,2008,1.0,1.0,140000
1119,1120,20,1.0,70.0,7560,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,5,5,1959,1959,1.0,1.0,5.0,6.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,7.0,369,1.0,0,671,1040,1.0,3.0,1.0,3.0,1040,0,0,1040,0,0,1,0,3,1,2.0,6,1.0,0,1.0,1.0,1959.0,1.0,1,286,1.0,1.0,1.0,140,0,252,0,0,0,1.0,3.0,1.0,0,7,2006,1.0,1.0,133700
1120,1121,30,2.0,59.0,8263,1.0,1.0,1.0,2.0,1.0,1.0,2.0,14.0,1.0,1.0,1.0,2.0,6,5,1920,1950,1.0,1.0,5.0,8.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,0,1.0,0,1012,1012,1.0,3.0,1.0,3.0,1012,0,0,1012,0,0,1,0,2,1,2.0,6,1.0,1,3.0,2.0,1920.0,2.0,1,308,1.0,1.0,1.0,0,22,112,0,0,0,1.0,2.0,1.0,0,5,2007,1.0,1.0,118400
1121,1122,20,1.0,84.0,10084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7,5,2005,2006,1.0,1.0,1.0,1.0,1.0,196.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,24,1.0,0,1528,1552,1.0,1.0,1.0,1.0,1552,0,0,1552,0,0,2,0,3,1,1.0,7,1.0,0,1.0,1.0,2005.0,1.0,3,782,1.0,1.0,1.0,144,20,0,0,0,0,1.0,1.0,1.0,0,7,2006,2.0,3.0,212900
1122,1123,20,1.0,0.0,8926,1.0,1.0,2.0,1.0,1.0,3.0,1.0,16.0,1.0,1.0,1.0,2.0,4,3,1956,1956,1.0,1.0,9.0,10.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,0,1.0,0,672,672,1.0,1.0,1.0,3.0,960,0,0,960,0,0,1,0,3,1,2.0,5,1.0,0,1.0,6.0,1956.0,2.0,1,288,1.0,1.0,1.0,64,0,0,0,160,0,1.0,2.0,1.0,0,10,2009,3.0,2.0,112000
1123,1124,20,1.0,50.0,9405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,2.0,5,9,1947,2008,2.0,1.0,1.0,1.0,2.0,0.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,0,1.0,0,698,698,1.0,1.0,1.0,1.0,698,0,0,698,0,1,1,0,2,1,2.0,4,1.0,0,1.0,5.0,0.0,4.0,0,0,4.0,3.0,1.0,0,200,0,0,0,0,1.0,1.0,1.0,0,6,2009,1.0,1.0,118000
1124,1125,80,1.0,0.0,9125,1.0,1.0,2.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,6.0,7,5,1992,1992,1.0,1.0,4.0,4.0,1.0,170.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,0,1.0,0,384,384,1.0,2.0,1.0,1.0,812,670,0,1482,0,0,2,1,3,1,1.0,7,1.0,1,2.0,1.0,1992.0,3.0,2,392,1.0,1.0,1.0,100,25,0,0,0,0,1.0,1.0,1.0,0,7,2007,1.0,1.0,163900
1125,1126,20,1.0,60.0,10434,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,4,5,1955,1955,1.0,1.0,8.0,5.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,0,1.0,0,1005,1005,1.0,3.0,1.0,1.0,1005,0,0,1005,0,0,1,0,2,1,4.0,5,1.0,1,2.0,2.0,1977.0,2.0,2,672,2.0,2.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,11,2009,1.0,1.0,115000
1126,1127,120,1.0,53.0,3684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22.0,1.0,1.0,4.0,2.0,7,5,2007,2007,2.0,1.0,1.0,1.0,1.0,130.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0,1.0,0,1373,1373,1.0,1.0,1.0,1.0,1555,0,0,1555,0,0,2,0,2,1,1.0,7,1.0,1,2.0,1.0,2007.0,3.0,3,660,1.0,1.0,1.0,143,20,0,0,0,0,1.0,1.0,1.0,0,6,2009,1.0,1.0,174000
1127,1128,20,1.0,182.0,14572,1.0,1.0,4.0,1.0,1.0,3.0,1.0,18.0,1.0,1.0,1.0,2.0,7,5,2004,2004,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1300,1.0,0,230,1530,1.0,1.0,1.0,1.0,1530,0,0,1530,1,0,2,0,3,1,1.0,7,1.0,1,3.0,1.0,2004.0,3.0,3,630,1.0,1.0,1.0,144,36,0,0,0,0,1.0,1.0,1.0,0,11,2007,1.0,6.0,259000
1128,1129,60,1.0,59.0,11796,1.0,1.0,2.0,1.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,7,5,2004,2005,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,0,1.0,0,847,847,1.0,1.0,1.0,1.0,847,1112,0,1959,0,0,2,1,4,1,1.0,8,1.0,1,3.0,3.0,2004.0,3.0,2,434,1.0,1.0,1.0,100,48,0,0,0,0,1.0,1.0,1.0,0,7,2007,1.0,1.0,215000
1129,1130,90,2.0,60.0,7200,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,3.0,5.0,5,5,1980,1980,1.0,1.0,2.0,2.0,1.0,180.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,936,1.0,0,0,936,1.0,3.0,1.0,1.0,936,0,0,936,1,0,1,0,2,1,2.0,4,1.0,0,1.0,2.0,1980.0,2.0,2,672,1.0,1.0,1.0,49,0,0,0,0,0,1.0,1.0,1.0,0,8,2007,1.0,1.0,140000
1130,1131,50,1.0,65.0,7804,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,1.0,1.0,1.0,3.0,4,3,1928,1950,1.0,1.0,6.0,5.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,5.0,622,1.0,0,500,1122,1.0,3.0,1.0,1.0,1328,653,0,1981,1,0,2,0,4,1,1.0,7,4.0,2,2.0,2.0,1981.0,2.0,2,576,1.0,1.0,1.0,431,44,0,0,0,0,1.0,2.0,1.0,0,12,2009,1.0,1.0,135000
1131,1132,20,1.0,63.0,10712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,5,5,1991,1992,1.0,1.0,4.0,4.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,212,1.0,0,762,974,1.0,3.0,1.0,1.0,974,0,0,974,0,0,1,0,3,1,2.0,5,1.0,0,1.0,5.0,0.0,4.0,0,0,4.0,3.0,1.0,0,28,0,0,0,0,1.0,2.0,1.0,0,9,2007,9.0,2.0,93500
1132,1133,70,2.0,90.0,9900,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,6,4,1880,1950,1.0,1.0,3.0,6.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,0,1.0,0,1008,1008,2.0,3.0,1.0,1.0,1178,1032,0,2210,0,0,2,0,5,1,4.0,8,1.0,0,1.0,2.0,1930.0,2.0,1,205,2.0,1.0,2.0,0,48,0,0,0,0,1.0,1.0,1.0,0,5,2007,1.0,1.0,117500
1133,1134,60,1.0,80.0,9828,1.0,1.0,2.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,8,5,1995,1995,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,584,1.0,0,544,1128,1.0,1.0,1.0,1.0,1142,878,0,2020,0,0,2,1,3,1,1.0,8,1.0,1,2.0,1.0,1995.0,1.0,2,466,1.0,1.0,1.0,0,155,0,0,0,0,1.0,1.0,1.0,0,6,2009,1.0,1.0,239500
1134,1135,60,1.0,57.0,8773,1.0,1.0,2.0,4.0,1.0,1.0,1.0,18.0,1.0,1.0,1.0,1.0,6,5,1997,1997,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,4.0,3.0,0,1.0,0,916,916,1.0,2.0,1.0,1.0,916,684,0,1600,0,0,2,1,3,1,2.0,7,1.0,1,2.0,1.0,1997.0,3.0,2,460,1.0,1.0,1.0,100,38,0,0,0,0,1.0,1.0,1.0,0,8,2007,1.0,1.0,169000
1135,1136,30,2.0,60.0,6180,1.0,1.0,1.0,1.0,1.0,3.0,1.0,9.0,1.0,1.0,1.0,2.0,6,5,1926,1950,1.0,1.0,3.0,6.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,0,1.0,0,960,960,1.0,3.0,2.0,1.0,986,0,0,986,0,0,1,0,2,1,2.0,5,1.0,1,3.0,2.0,1926.0,2.0,1,180,1.0,1.0,1.0,0,128,0,0,0,0,1.0,1.0,1.0,0,5,2007,1.0,1.0,102000
1136,1137,50,1.0,80.0,9600,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,3.0,6,5,1950,1950,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,280,1.0,0,752,1032,1.0,3.0,1.0,3.0,1032,220,0,1252,0,0,1,0,3,1,2.0,6,1.0,0,1.0,1.0,1950.0,2.0,1,288,1.0,1.0,1.0,0,0,96,0,0,0,1.0,1.0,1.0,0,4,2008,1.0,2.0,119000
1137,1138,50,1.0,54.0,6342,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,1.0,3.0,5,8,1875,1996,1.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0,1.0,0,780,780,1.0,2.0,2.0,1.0,780,240,0,1020,0,0,1,0,2,1,2.0,6,1.0,0,1.0,5.0,0.0,4.0,0,0,4.0,3.0,2.0,0,0,176,0,0,0,1.0,1.0,1.0,0,5,2010,1.0,1.0,94000
1138,1139,20,1.0,0.0,9819,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,6,5,1977,1977,1.0,1.0,8.0,12.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1567,1.0,0,0,1567,1.0,3.0,1.0,1.0,1567,0,0,1567,1,0,2,0,2,1,1.0,5,1.0,2,2.0,1.0,1977.0,1.0,2,714,1.0,1.0,1.0,264,32,0,0,0,0,1.0,1.0,1.0,0,5,2009,1.0,1.0,196000
1139,1140,30,1.0,98.0,8731,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,5,5,1920,1950,1.0,1.0,10.0,9.0,2.0,0.0,2.0,3.0,3.0,2.0,1.0,1.0,5.0,645,1.0,0,270,915,1.0,3.0,1.0,1.0,1167,0,0,1167,0,0,1,0,3,1,2.0,6,3.0,1,3.0,2.0,1972.0,2.0,2,495,1.0,1.0,1.0,0,0,216,0,126,0,1.0,1.0,1.0,0,5,2007,1.0,1.0,144000
1140,1141,20,1.0,60.0,7350,1.0,1.0,1.0,1.0,1.0,3.0,1.0,12.0,1.0,1.0,1.0,2.0,5,7,1951,1951,1.0,1.0,4.0,4.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,852,1.0,0,100,952,1.0,3.0,1.0,1.0,952,0,0,952,1,0,1,0,2,1,2.0,4,1.0,0,1.0,2.0,1988.0,2.0,2,840,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,6,2008,3.0,2.0,139000
1141,1142,60,1.0,0.0,10304,1.0,1.0,2.0,1.0,1.0,4.0,1.0,7.0,3.0,1.0,1.0,1.0,5,7,1976,1976,1.0,1.0,8.0,5.0,1.0,44.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,381,1.0,0,399,780,1.0,1.0,1.0,1.0,1088,780,0,1868,1,0,2,1,4,1,1.0,9,1.0,1,2.0,1.0,1976.0,2.0,2,484,1.0,1.0,1.0,448,96,0,0,0,0,1.0,1.0,1.0,0,10,2009,1.0,1.0,197500
1142,1143,60,1.0,77.0,9965,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,5,2006,2007,2.0,1.0,1.0,1.0,3.0,340.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1150,1.0,0,316,1466,1.0,1.0,1.0,1.0,1466,1362,0,2828,1,0,3,0,4,1,1.0,11,1.0,1,2.0,3.0,2006.0,1.0,3,1052,1.0,1.0,1.0,125,144,0,0,0,0,1.0,1.0,1.0,0,4,2007,2.0,3.0,424870
1143,1144,20,1.0,0.0,9000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,5,3,1959,1959,1.0,1.0,3.0,5.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,288,1.0,0,718,1006,1.0,3.0,1.0,1.0,1006,0,0,1006,0,0,1,0,3,1,2.0,5,1.0,0,1.0,5.0,0.0,4.0,0,0,4.0,3.0,1.0,0,24,0,0,0,0,1.0,1.0,1.0,0,7,2008,1.0,1.0,80000
1144,1145,190,1.0,60.0,12180,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,2.0,3.0,4,4,1941,1950,1.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0,1.0,5.0,348,1.0,0,324,672,3.0,4.0,2.0,3.0,672,252,0,924,1,0,1,0,2,1,4.0,5,1.0,0,1.0,2.0,1941.0,2.0,1,280,1.0,1.0,1.0,0,0,0,0,0,0,1.0,2.0,1.0,0,7,2010,1.0,1.0,80000
1145,1146,50,2.0,52.0,6240,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,3.0,5,6,1928,1950,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,0,1.0,0,1042,1042,1.0,1.0,1.0,1.0,1042,534,0,1576,0,0,1,0,3,1,2.0,8,1.0,1,3.0,2.0,1928.0,2.0,1,225,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,8,2006,1.0,6.0,149000
1146,1147,20,1.0,0.0,11200,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,2.0,6,5,1985,1985,1.0,1.0,3.0,3.0,1.0,85.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1258,1.0,0,40,1298,1.0,3.0,1.0,1.0,1298,0,0,1298,1,0,2,0,3,1,1.0,5,1.0,1,2.0,1.0,1985.0,2.0,2,403,1.0,1.0,1.0,165,26,0,0,0,0,1.0,1.0,1.0,0,5,2006,1.0,1.0,180000
1147,1148,70,1.0,75.0,12000,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,7,7,1941,1950,1.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,275,1.0,0,429,704,1.0,1.0,1.0,1.0,860,704,0,1564,0,0,1,1,3,1,4.0,7,1.0,1,3.0,1.0,1941.0,2.0,1,234,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,7,2009,1.0,1.0,174500
1148,1149,50,2.0,0.0,5700,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0,7,7,1926,1950,1.0,1.0,3.0,6.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,0,1.0,0,572,572,1.0,3.0,1.0,1.0,572,539,0,1111,0,0,1,0,2,1,2.0,5,1.0,1,3.0,2.0,1982.0,2.0,1,288,1.0,1.0,1.0,0,0,176,0,0,0,1.0,1.0,1.0,0,8,2008,1.0,1.0,116900
1149,1150,70,2.0,50.0,9000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,4.0,1.0,1.0,1.0,7,9,1920,1988,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,624,1.0,0,26,650,1.0,1.0,1.0,1.0,832,650,0,1482,0,1,1,0,3,1,2.0,7,1.0,0,1.0,2.0,1930.0,2.0,2,324,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,7,2009,1.0,1.0,143000
1150,1151,20,1.0,57.0,8280,1.0,1.0,2.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,6,5,1950,1950,1.0,1.0,5.0,8.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,0,1.0,0,932,932,1.0,1.0,1.0,3.0,932,0,0,932,0,0,1,0,2,1,1.0,4,1.0,1,3.0,1.0,1950.0,2.0,1,306,1.0,1.0,1.0,0,0,214,0,0,0,1.0,4.0,1.0,0,11,2007,1.0,1.0,124000
1151,1152,20,1.0,134.0,17755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,1.0,2.0,5,4,1959,1959,1.0,1.0,4.0,5.0,1.0,132.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,176,1.0,0,1290,1466,1.0,3.0,1.0,1.0,1466,0,0,1466,0,0,1,1,3,1,4.0,6,1.0,2,3.0,1.0,1959.0,3.0,2,528,1.0,1.0,1.0,0,140,0,0,100,0,1.0,1.0,1.0,0,11,2006,1.0,1.0,149900
1152,1153,20,1.0,90.0,14115,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,6,7,1956,2004,1.0,1.0,13.0,14.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,296,7.0,547,230,1073,1.0,1.0,1.0,1.0,1811,0,0,1811,0,0,1,0,2,1,3.0,6,1.0,1,3.0,1.0,1956.0,3.0,2,470,1.0,1.0,1.0,0,0,280,0,0,0,1.0,1.0,1.0,0,7,2006,1.0,2.0,230000
1153,1154,30,2.0,0.0,5890,1.0,1.0,1.0,1.0,1.0,3.0,1.0,14.0,1.0,1.0,1.0,2.0,6,8,1930,2007,1.0,1.0,3.0,6.0,2.0,0.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,538,1.0,0,278,816,1.0,1.0,1.0,1.0,816,0,0,816,0,0,1,0,2,1,2.0,5,1.0,0,1.0,2.0,2002.0,2.0,1,432,1.0,1.0,1.0,0,0,96,0,0,0,1.0,1.0,1.0,0,6,2008,1.0,1.0,120500
1154,1155,60,1.0,0.0,13700,1.0,1.0,2.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,7,6,1965,1988,1.0,1.0,1.0,1.0,3.0,288.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,454,1.0,0,410,864,1.0,3.0,1.0,1.0,902,918,0,1820,0,0,1,2,4,1,1.0,8,1.0,2,3.0,1.0,1965.0,2.0,2,492,1.0,1.0,1.0,60,84,0,0,273,0,1.0,4.0,1.0,0,5,2008,1.0,1.0,201800
1155,1156,20,1.0,90.0,10768,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,5,8,1976,2004,1.0,1.0,8.0,5.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1157,1.0,0,280,1437,1.0,3.0,1.0,1.0,1437,0,0,1437,1,0,2,0,3,1,1.0,6,1.0,1,4.0,1.0,1976.0,1.0,2,528,1.0,1.0,1.0,0,21,0,0,180,0,1.0,1.0,1.0,0,7,2007,1.0,1.0,218000
1156,1157,80,1.0,85.0,9350,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,6.0,5,8,1965,1999,1.0,1.0,5.0,8.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,633,1.0,0,586,1219,1.0,2.0,1.0,1.0,1265,0,0,1265,0,1,2,0,3,1,1.0,6,1.0,1,3.0,1.0,1965.0,1.0,2,502,1.0,1.0,1.0,0,92,0,96,0,0,1.0,2.0,1.0,0,10,2008,1.0,1.0,179900
1157,1158,120,1.0,34.0,5001,1.0,1.0,2.0,1.0,1.0,1.0,1.0,11.0,1.0,1.0,5.0,2.0,7,5,2007,2008,1.0,1.0,1.0,1.0,3.0,166.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,904,1.0,0,410,1314,1.0,1.0,1.0,1.0,1314,0,0,1314,1,0,2,0,2,1,1.0,6,1.0,1,3.0,1.0,2008.0,1.0,2,626,1.0,1.0,1.0,172,62,0,0,0,0,1.0,1.0,1.0,0,7,2009,1.0,1.0,230000
1158,1159,20,1.0,92.0,11932,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,2.0,1.0,1.0,2.0,8,5,2007,2008,1.0,1.0,1.0,1.0,3.0,186.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0,1.0,0,1580,1580,1.0,1.0,1.0,1.0,1580,0,0,1580,0,0,2,0,3,1,1.0,7,1.0,0,1.0,1.0,2008.0,1.0,3,830,1.0,1.0,1.0,0,24,0,0,0,0,1.0,1.0,1.0,0,6,2008,4.0,3.0,235128
1159,1160,60,1.0,76.0,9120,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,6,6,1974,1974,2.0,1.0,4.0,4.0,1.0,270.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,442,1.0,0,459,901,1.0,3.0,1.0,1.0,943,933,0,1876,0,0,2,1,4,1,1.0,8,1.0,1,2.0,1.0,1974.0,1.0,2,540,3.0,1.0,1.0,0,69,0,0,0,0,1.0,1.0,1.0,0,7,2008,1.0,1.0,185000
1160,1161,160,1.0,24.0,2280,1.0,1.0,1.0,1.0,1.0,1.0,1.0,21.0,1.0,1.0,5.0,1.0,6,5,1978,1978,1.0,1.0,8.0,11.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,311,1.0,0,544,855,1.0,4.0,1.0,1.0,855,601,0,1456,0,0,2,1,3,1,2.0,7,1.0,1,2.0,1.0,1978.0,2.0,2,440,1.0,1.0,1.0,26,0,0,0,0,0,1.0,1.0,1.0,0,7,2010,1.0,1.0,146000
1161,1162,20,1.0,0.0,14778,1.0,1.0,2.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,6,7,1954,2006,2.0,1.0,4.0,4.0,1.0,72.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,728,1.0,0,568,1296,1.0,1.0,1.0,1.0,1640,0,0,1640,1,0,1,0,3,1,1.0,7,1.0,1,3.0,2.0,1993.0,2.0,2,924,1.0,1.0,1.0,108,0,0,216,0,0,1.0,1.0,1.0,0,11,2008,1.0,1.0,224000
1162,1163,20,1.0,109.0,8724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,5,5,1968,1968,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,492,1.0,0,402,894,1.0,2.0,1.0,1.0,894,0,0,894,0,0,1,0,3,1,2.0,5,1.0,1,6.0,1.0,1968.0,3.0,2,450,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,5,2007,1.0,1.0,129000
